case number,Who was the member adjudicating the decision?,What was the location of the landlord tenant board?,Did the decision state the landlord was represented?,Did the decision state the landlord attended the hearing?,Did the decision state the tenant was represented?,Did the decision state the tenant attended the hearing?,Did the decision state the landlord was a not-for-profit landlord (e.g. Toronto Community Housing)?,Did the decision state the tenant was collecting a subsidy?,What was the outcome of the case?,What was the length of the tenancy,What was the monthly rent?,rental deposit amount,was there an rent increases,What was the total amount of arrears?,Over how many months did the arrears accumulate?,Does the tenant made a payment on the arrears after the eviction notice,"Did the decision mention a history of arrears by the tenant separate from the arrears in the current claim (more than one period of arrears, recurrently coming in and out of arrears, arrears with previous landlord, etc.)?","Did the member find the tenant had or seemed to have the ability to pay rent, but chose not do so?","What were the specific mental, medical, or physical conditions of the tenant, if any?",Did the decision state that the tenant had children living with them?,Was the tenant employed at the time of the hearing?,"If the tenant was not employed, did the decision state the tenant was receiving any form of government assistance (e.g. OW, childcare benefits, ODSP, OSAP)?","If the tenant was employed, did the decision state any doubts about the stability of employment e.g. lack of guaranteed hours, contract work, etc.?",Did the member find the tenant had sufficient income to pay rent?,Did the decision mention the tenant lost their job leading up to or during the period of the hearing?,"Did the decision mention any other extenuating circumstances experienced by the tenant leading up to or during the period of the claim (e.g. hospitalization, death in the family, etc.)?","Did the decision mention the tenant’s difficulty finding alternative housing for any reason e.g.physical limitations, reliance on social assistance, etc.?",Did the decision state the tenant was given prior notice for the eviction?,Did the decisions state postponement would result in the tenant accruing additional arrears?,Did the decision mention the validity of an N4 eviction notice?,Payment Plan,L1 present?,L2 present?,L3 present?,L4 present?,L8 present?,L9 present?,N5 present?,N6 present?,N7 present?,N8 present?,T1 present?,T2 present?,T3 present?,T5 present?,T6 present?
EAL-62115-16,john nolan,Ottawa,1,0,0,0,0,0,No relief,6.306049004594181,1252.49,1199.0,0,3757.47,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
HOL-02639-18-RV,nancy henderson,Toronto,1,1,0,1,0,0,Relief,6.306049004594181,3600.0,3600.0,0,6795.62,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-62437-17,shelby whittick,Belleville,1,1,0,1,0,0,Relief,6.306049004594181,1300.0,1150.0,0,1520.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02707-18,michael soo,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3330.55,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02707-18,michael soo,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3330.55,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-06652-19,shelby whittick,Belleville,0,0,1,1,0,0,Relief,6.306049004594181,789.94,1365.9816966067865,0,5000.46,7.0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-65781-17,laura hartslief,Belleville,1,0,1,1,0,0,Relief,120.0,1595.9445741324917,1365.9816966067865,0,4940.0,9.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-65864-17,thomas f. fagan,Kingston,0,1,0,1,0,0,No relief,42.0,1330.96,1310.0,0,11731.04,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-06535-19,shelby whittick,Toronto,1,0,0,1,0,1,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,1,12917.51,48.0,1,0,0,0,0,1,0,-1,1,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-68762-17,ruth carey,Ottawa,1,0,0,0,0,0,Conditional Order,6.306049004594181,1595.9445741324917,845.0,0,3480.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-68763-17,ruth carey,Ottawa,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,850.0,0,2900.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-68765-17,ruth carey,Ottawa,1,0,0,0,0,0,Conditional Order,6.306049004594181,1595.9445741324917,915.0,0,3520.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-06544-19,sonia anwar-ali,Belleville,0,1,0,1,0,0,Relief,12.0,850.0,850.0,0,3525.0,12.0,1,0,0,0,0,1,-1,0,0,1,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAL-68814-17,ruth carey,Ottawa,1,0,0,0,0,0,Conditional Order,6.306049004594181,1595.9445741324917,1046.0,0,4225.22,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-01143-17,laura hartslief,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1975.0,0,11850.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-06648-19,sonia anwar-ali,Toronto,1,1,0,1,0,0,Conditional Order,6.306049004594181,2435.0,1365.9816966067865,0,5240.342916006339,9.0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HOL-01185-17-RV,roger rodrigues,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1800.0,1200.0,0,11654.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TEL-05886-19,shelby whittick,Whitby,1,1,0,1,0,0,Conditional Order,6.306049004594181,1595.9445741324917,1500.0,0,110.45,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HOL-01336-17-RV,karen wallace,Mississauga,1,0,0,1,0,0,No relief,14.0,1800.0,1800.0,0,1448.41,14.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HOL-01347-17,ruth carey,Toronto,1,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1500.0,0,4710.0,3.0,0,0,0,0,1,1,-1,1,0,0,1,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-01476-17,roderick flynn,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1525.0,1525.0,0,3575.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-01514-17,avril cardoso,Mississauga,1,0,0,1,0,0,Relief,6.306049004594181,1475.0,1475.0,0,2950.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-01517-17,roderick flynn,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,3235.0,3235.0,0,12940.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-01611-17,nancy henderson,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,2100.0,2100.0,0,4200.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOL-26612-17,lisa stevens,Sudbury,0,1,0,1,0,0,No relief,35.0,1100.0,1100.0,0,3800.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NOL-29035-17,gobinder randhawa,Sudbury,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,2025.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOL-29541-17,gobinder randhawa,Thunder Bay,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1200.0,0,1850.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL-76001-16,michael soo,Brantford,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4800.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL-76563-16-RV,cristina de leon-culp,Hamilton,1,1,1,1,0,1,Relief,396.0,635.0,1365.9816966067865,0,3120.0,5.0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL-77369-16,michael soo,Burlington,1,1,0,0,0,0,No relief,6.306049004594181,2500.0,1365.9816966067865,0,15000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02735-18,renee lang,Toronto,0,1,0,1,0,0,Relief,20.0,2100.0,1365.9816966067865,0,3856.99,3.0,0,0,0,1,0,-1,1,0,0,0,0,0,1,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-02995-18-RV,roderick flynn,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,2500.0,2500.0,0,1397.26,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-03023-18-RV,ruth carey,Toronto,1,0,0,1,0,0,No relief,16.0,1595.9445741324917,2100.0,0,3197.53,4.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-03157-18,jim mcmaster,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,500.0,0,1612.05,2.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-03461-18,harry cho,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1700.0,0,1903.01,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-03461-18-RV  ,sylvia watson,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,6675.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-03632-18,anna solomon,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,2840.0,1840.0,0,2212.45,4.0,0,0,1,0,0,1,0,-1,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-03632-18-RV,nancy henderson,Toronto,0,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOL-03639-18,egya sangmuah,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1100.0,0,5933.97,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL-88977-17,michael soo,Hamilton,1,0,0,1,0,0,No relief,6.306049004594181,1300.0,1300.0,0,812.05,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL-91391-18,sean henry,Hamilton,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,874.5,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL-94063-18,ibi olabode,Hamilton,0,1,0,1,0,0,Relief,6.306049004594181,1000.0,1000.0,0,2894.52,3.0,0,0,0,1,0,1,0,-1,1,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-00849-17,carol mcdermott,London,0,1,0,0,0,0,No relief,6.306049004594181,600.0,0.0,0,14777.64,18.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TEL-87341-18,ruth carey,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1397.33,1402.5,1,5564.97,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-87379-18,gobinder randhawa,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1348.04,1365.9816966067865,0,4044.12,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TEL-87475-18; TET-86819-17; TET-88355-18,jim mcmaster,Toronto,1,0,1,1,0,0,Relief,35.0,1565.5,1550.0,0,9393.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
TEL-87479-18,laura hartslief,Toronto,0,0,0,0,0,0,No relief,7.0,1595.9445741324917,1550.0,0,5100.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TEL-87533-18,shelby whittick,Toronto,1,1,0,0,0,0,No relief,25.0,750.0,750.0,0,1254.79,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
TEL-87594-18,ruth carey,Toronto,1,1,0,0,0,0,No relief,5.0,1595.9445741324917,1545.0,0,2735.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-08112-17/SWL-08113-17,lorraine mathers,"Not stated, hearing in Windsor",1,1,0,1,0,0,No relief,204.0,761.0,0.0,0,394.52,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SWL-09935-17,lorraine mathers,London,1,0,0,1,0,0,Relief,18.0,240.03,0.0,0,1901.17,8.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SWL-10701-17,lorraine mathers,London,1,0,0,1,0,0,Relief,6.306049004594181,695.0,0.0,0,444.84,1.0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SWL-11020-17,nathan ferguson,London,0,1,0,1,0,0,Relief,7.0,1800.0,1800.0,0,5400.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-11574-17,lorraine mathers,London,1,0,0,0,0,0,No relief,6.306049004594181,1350.0,0.0,0,3315.75,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
TEL-87731-18,jim mcmaster,Toronto,1,0,0,0,0,0,No relief,14.0,1595.9445741324917,1246.62,0,5078.01,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-11631-17,kevin lundy,London,1,0,0,1,0,0,Relief,16.0,800.0,800.0,0,420.82,1.0,1,0,0,1,1,1,0,-1,1,1,1,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-87732-18,shelby whittick,Toronto,0,1,0,0,0,0,No relief,29.0,1595.9445741324917,790.0,0,1593.66,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SWL-11849-17,carol mcdermott,London,1,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-07076-19,shelby whittick,Peterborough,1,0,0,1,0,0,Relief,7.0,1520.0,1520.0,0,4539.95,3.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-87815-18,ruth carey,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1450.0,0,2900.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-87952-18,laura hartslief,Toronto,1,1,0,1,0,0,No relief,36.0,1595.9445741324917,1050.0,0,3287.5,4.0,1,0,0,0,1,1,0,-1,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-87995-18,elana rose,Toronto,0,1,0,1,0,0,No relief,18.0,1595.9445741324917,1050.0,0,2193.9,13.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88012-18,shelby whittick,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,2200.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
TEL-88019-18,shelby whittick,Toronto,0,1,0,1,0,0,No relief,23.0,1595.9445741324917,1600.0,0,8086.4,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-12164-18,carol mcdermott,London,1,0,0,1,0,0,Relief,6.306049004594181,765.0,1365.9816966067865,0,2000.0,3.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SWL-12239-18,kevin lundy,London,1,0,0,0,0,0,No relief,6.306049004594181,999.06,965.0,0,3855.9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-12285-18,carol mcdermott,London,1,0,0,1,0,0,Relief,6.306049004594181,600.0,0.0,0,4999.0,8.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-12415-18,carol mcdermott,London,0,1,1,1,0,0,Relief,16.0,897.0,1365.9816966067865,0,8660.06,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SWL-12547-18 and SWL-12548-18,melanie love,London,0,1,0,0,0,0,No relief,6.306049004594181,950.0,0.0,1,30.96,1.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88259-18,laura hartslief,Toronto,1,1,1,1,0,0,No relief,12.0,1595.9445741324917,1500.0,0,7500.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-07267-19-IN,shelby whittick,Toronto,0,1,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TEL-88325-18,laura hartslief,Toronto,0,1,0,1,0,0,No relief,8.0,1595.9445741324917,850.0,0,5950.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-07341-19,shelby whittick,Toronto,1,1,0,1,0,0,Relief,6.306049004594181,1126.83,1126.83,0,2990.32,4.0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88344-18-RV,shelby whittick,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4418.93,5.0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88409-18,jim mcmaster,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,527.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-07365-19,shelby whittick,Toronto,1,0,1,0,0,0,No relief,6.306049004594181,1325.31,1325.31,1,7159.4,6.0,1,0,0,0,0,-1,-1,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88409-18-RV,shelby whittick,Toronto,1,0,0,1,0,0,Relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,202.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88447-18,laura hartslief,Toronto,1,0,0,1,0,0,No relief,36.0,1595.9445741324917,1099.17,0,5495.11,6.0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88465-18-RV,laura hartslief,Toronto,1,1,0,1,0,0,Relief,17.0,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,1,1,0,-1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88511-18,jim mcmaster,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1356.24,1,2745.64,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88533-18,elana rose,Toronto,1,0,0,1,0,0,No relief,100.0,1595.9445741324917,880.04,0,2483.49,6.306049004594181,1,1,1,1,0,1,1,-1,1,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-12693-18,carol mcdermott,London,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1050.0,0,2745.51,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SWL-12927-18,kevin lundy,London,1,0,0,1,0,0,Relief,17.0,1400.0,1400.0,0,2274.52,2.0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-13125-18  ,kevin lundy,London,0,1,1,0,0,0,Relief,112.0,1065.4,1100.0,0,415.78,1.0,0,0,0,1,0,1,0,-1,1,0,1,1,1,1,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SWL-13553-18,melanie love,London,1,0,0,0,0,0,No relief,18.0,1595.9445741324917,1150.0,0,4391.92,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90711-18,laura hartslief,Toronto,1,0,0,1,0,0,Relief,89.0,1595.9445741324917,1199.0,0,4035.66,3.0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90753-18   ,laura hartslief,Toronto,1,0,0,1,0,0,No relief,4.0,2650.0,2650.0,0,7950.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-90826-18,jim mcmaster,Whitby,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1800.0,0,9981.4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TEL-90922-18,shelby whittick,Whitby ,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1300.0,0,3900.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-13848-18,nathan ferguson,London,1,1,0,1,0,0,No relief,4.0,850.0,850.0,0,1867.67,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TEL-90971-18,shelby whittick,Whitby ,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1126.0,0,951.65,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-13901-18/SWT-14627-18,kevin lundy,London,1,0,1,1,0,0,Relief,10.0,1050.0,1050.0,0,4200.0,4.0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SWL-14299-18,carol mcdermott,London,0,1,1,0,0,0,Relief,12.0,865.3,850.0,0,831.1,1.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SWL-14340-18,lorraine mathers,London,1,0,0,1,0,0,Relief,6.0,979.47,965.0,0,1469.03,5.0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWL-14374-18,nathan ferguson,London,1,1,0,0,0,0,No relief,6.306049004594181,1000.0,0.0,0,3912.64,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
SWL-14642-18,melanie love,London,1,1,0,0,0,0,Relief,33.0,1015.0,1000.0,0,2445.0,4.0,1,0,0,0,0,1,0,-1,1,0,0,0,1,0,1,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
SWL-15637-18,melanie love,London,1,0,0,0,0,0,No relief,6.306049004594181,972.0,0.0,0,2673.99,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TEL-88672-18,ruth carey,Toronto,1,1,0,1,0,0,No relief,10.0,1950.0,1950.0,0,7800.0,4.0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEL-88743-18,ruth carey,Toronto,0,1,1,1,0,0,No relief,6.306049004594181,1595.9445741324917,2200.0,0,7700.0,4.0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
